source,desc
Hacker News,"We are USA-UES | Los Angeles, CA | ONSITE | Full-time (unable to sponsor at this time) | Software Engineering<p>Our focus is coaching kids to get in and succeed at college!<p>We are looking for people to join us, who share our vision to guide students towards higher education, and who want to grow with a company opening a huge market.<p>Are you experienced, technical, capable, accountable, a natural leader? Want to make a huge impact on education leveraging technology? Let&#x27;s talk!<p><a href=""https:&#x2F;&#x2F;usaues.bamboohr.com&#x2F;jobs&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;usaues.bamboohr.com&#x2F;jobs&#x2F;</a>"
Hacker News,"ActionIQ | Software Engineers | NYC | www.actioniq.com
Startup Series B Funding from Andreessen Horowitz ($30M) &amp; Sequoia ($15M)<p>ActionIQ is an NYC based enterprise startup focused on transforming the traditional database stack and redefining how it is built and used. We focus on leveraging rich behavioral data to provide teams with more powerful actionable insights. This is a super complex and technical problem. It also requires a beautiful and intuitive UI to obscure away the complexity and enable enterprises to fully utilize all the data they have on their customers.<p>We&#x27;re a deep tech company looking for engineers across the stack, including:<p>Sr. Fullstack Engineer 
Sr. Backend Engineer 
Lead Site Reliability Engineer<p>Tech:<p>Scala, JavaScript, TypeScript, Immutable.js, React, Play Framework, Spark, AWS and more.<p>Culture:<p>Team outings - Weekly team lunches - Yearly retreat - Plenty of vacation - Comfortable office - Lunch &amp; learns<p>If you&#x27;re interested in learning more, email ryan.rende@actioniq.com or apply online at <a href=""http:&#x2F;&#x2F;bit.ly&#x2F;2E1R8Th"" rel=""nofollow"">http:&#x2F;&#x2F;bit.ly&#x2F;2E1R8Th</a><p>Engineering Philosophy - <a href=""http:&#x2F;&#x2F;bit.ly&#x2F;2EaXiEU"" rel=""nofollow"">http:&#x2F;&#x2F;bit.ly&#x2F;2EaXiEU</a> TechCrunch - <a href=""http:&#x2F;&#x2F;tcrn.ch&#x2F;2z1tFTh Andreessen"" rel=""nofollow"">http:&#x2F;&#x2F;tcrn.ch&#x2F;2z1tFTh Andreessen</a> Press - <a href=""https:&#x2F;&#x2F;a16z.com&#x2F;2017&#x2F;10&#x2F;23&#x2F;actioniq&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;a16z.com&#x2F;2017&#x2F;10&#x2F;23&#x2F;actioniq&#x2F;</a>"
Hacker News,"Thumbtack | Software Engineer | San Francisco, CA | Full-time | ONSITE | <a href=""https:&#x2F;&#x2F;www.thumbtack.com"" rel=""nofollow"">https:&#x2F;&#x2F;www.thumbtack.com</a><p>Thumbtack is a local services marketplace that connects customers who need to get things done with skilled professionals who can help. We hope to fundamentally change the way customers identify and connect with local services professionals, a market estimated to be $700B in the US alone. We currently have over 260,000 paying pros per quarter on our platform and $250M in funding to enable growth. We’re currently focused on scaling our product even further.<p>In addition to our focus on high impact work, our company has a strong commitment to transparency, diversity, inclusion and work &#x2F; life balance. Check us out on Glassdoor! <a href=""https:&#x2F;&#x2F;www.glassdoor.com&#x2F;Reviews&#x2F;Thumbtack-Reviews-E414078.htm"" rel=""nofollow"">https:&#x2F;&#x2F;www.glassdoor.com&#x2F;Reviews&#x2F;Thumbtack-Reviews-E414078....</a><p>We’re hiring for the following roles in SF (3+ years experience minimum):<p>- Full Stack Engineer (Go, PHP, Scala)<p>- Front End Engineer (React, Redux, ES6)<p>- iOS Engineer (Swift)<p>- Android Engineer (Kotlin)<p>- SRE &#x2F; Security Engineer (AWS, Postgres, BigQuery, Puppet, Terraform)<p>We also have a Platform Infrastructure role open in Salt Lake City.<p>More job details here: <a href=""https:&#x2F;&#x2F;www.thumbtack.com&#x2F;careers&#x2F;#jobs-Engineering"" rel=""nofollow"">https:&#x2F;&#x2F;www.thumbtack.com&#x2F;careers&#x2F;#jobs-Engineering</a><p>If this sounds interesting to you or you have any questions, drop me a line at rich+hn@thumbtack.com"
Hacker News,"Athos | Senior Platform&#x2F;Devops Engineer | Full-Time | Onsite | Redwood City, CA<p>Athos leads the industry in direct muscle activity measurement. We build apparel and hardware to measure muscle activity for elite sport athletes and coaches so they can  make smarter, data-driven training decisions to help them win.<p># Requirements<p>* Strong Python &amp; MySQL<p>* Strong Experience with AWS clusters<p>Competitive salary and benefits<p>apply: kashif@liveathos.com<p><a href=""https:&#x2F;&#x2F;www.liveathos.com&#x2F;careers&#x2F;senior-devops-engineer-2"" rel=""nofollow"">https:&#x2F;&#x2F;www.liveathos.com&#x2F;careers&#x2F;senior-devops-engineer-2</a>"
Hacker News,"Framebridge | Software Engineer, Ruby&#x2F;Rails | Washington DC, Richmond KY, or Remote | framebridge.com&#x2F;careers<p>Framebridge is a fast-growing company that is revolutionizing the $4 billion custom framing industry. Existing custom framing options are time-consuming, complex, and expensive; many people never get around to custom framing their favorite art or photos at all. We are changing all that with a curated and streamlined process along with modernized tech and manufacturing.<p>We make it simple and affordable to custom frame the things you love.<p>The problems we solve on the engineering team span eCommerce, manufacturing, logistics, and data analysis. We strive to create unique and intuitive experiences that allow customer to frame their art by building powerful and easy-to-use products. We also create the tools, systems, and processes to empower our own employees in constructing great frames and an experience that customers love.<p>We&#x27;re growing our small engineering team, both in DC and Remote. More details and apply at <a href=""https:&#x2F;&#x2F;framebridge.com&#x2F;careers&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;framebridge.com&#x2F;careers&#x2F;</a>"
Hacker News,"CHRONEXT | Cologne | Junior to Senior Software Engineers - Developer (PHP) | Start-up with all kinds of goodies | Full-Time | ONSITE |German &amp; English | <a href=""https:&#x2F;&#x2F;www.chronext.de&#x2F;karriere"" rel=""nofollow"">https:&#x2F;&#x2F;www.chronext.de&#x2F;karriere</a><p>What We Do: CHRONEXT (www.chronext.com) is the online platform for luxury watches. It is our vision to define the market of luxury watches through a first class service. From buying to routine maintenance and restoration of the finest watches, all the way to finding absolute rarities by our watchhunters, our customers will find anything of their hearts’ desire.<p>Tech Stack: PHP 7.2, Symfony 4, Vue.js, CI &#x2F; CD, TDD, AWS-Stack etc.<p>Our team: Our Devs describe our tech-culture as follows: international, fun, agility, fail fast to innovate faster, collaboration, know-how, dev academy sessions, dev wiki, conferences, meetups and many more. Only with this mindset we can achieve the -NEXT in our brandname CHRONEXT.<p>If you want to know more, please drop an email: christin.haierhoff@chronext.com"
Hacker News,"Gengo | ONSITE (Tokyo&#x2F;Manila) | Full-Time | <a href=""https:&#x2F;&#x2F;gengo.com&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;gengo.com&#x2F;</a><p>We&#x27;re hiring for 4 Tokyo and 1 Manila positions to expand our team! Apply here now: <a href=""http:&#x2F;&#x2F;careers.gengo.com&#x2F;"" rel=""nofollow"">http:&#x2F;&#x2F;careers.gengo.com&#x2F;</a><p>We Gengons are located in offices around the globe including Tokyo, San Mateo, London, and Manila, functioning as one-team through &quot;wormholes&quot; - our always-on video portals. Join our ambitious team of talented individuals in solving a real global problem - making it easier for the world to communicate freely.<p>[Company Details]<p>Tokyo and Silicon Valley-based company focused on crowdsourced translation platform development with over 21,000 translators across 140 countries. Our investors include Recruit, Intel Capital, Atomico, and NTT DoCoMo. We serve a diverse portfolio of customers, including TripAdvisor, New York Times, Alibaba and Rakuten.<p>[Available Positions]<p>1. Senior Web Developer | Tokyo&#x2F;Manila<p>2. Operations Analyst | Tokyo<p>3. Product Manager | Tokyo<p>4. Digital Marketer | Tokyo"
Hacker News,"Binary.com | Software Engineers | Malaysia | Onsite&#x2F;Remote | www.binary.com<p>Binary.com is an award-winning leader in online binary options trading. Launched in 2000, the Binary.com platform allows you to trade currencies, stocks, indices, and commodities. Today, we have more than one million registered clients from around the world with a recorded turnover of over USD 4.6 billion since we started operating.<p>At Binary.com, we offer our IT staff the best possible working conditions to help them advance in their careers. This means flexible working hours, a casual dress code, and the best equipment available. We provide each of our engineers with a high-end MacBook laptop, and use only the newest and best equipment in our production server environment. We customised a purpose-built office, designed to provide our engineers with a comfortable and productive workspace.<p>We are looking for talented Software Engineers, including:<p>- Front-end Developers (Javascript, AJAX, Json)<p>- Back-end Developers (Python, PHP, Ruby)<p>- Perl Developers<p>- Blockchain Developers<p>- DevOps Engineers (Chef)<p>- Database Administrators (PostgreSQL)<p>You may also visit our career page: <a href=""https:&#x2F;&#x2F;www.binary.com&#x2F;en&#x2F;careers.html"" rel=""nofollow"">https:&#x2F;&#x2F;www.binary.com&#x2F;en&#x2F;careers.html</a> to know more! And submit your applications to hr@binary.com if you are interested."
Hacker News,"Longshot Systems | Senior Python Software Engineer | Marylebone, London, UK | ONSITE | Full time | £70k-£85k<p>At Longshot Systems Ltd we&#x27;re a small startup building advanced platforms for sports betting analytics and trading. Having developed a lot of our core platform infrastructure we are looking to begin expanding our trading strategy development activity.<p>You&#x27;d be working closely with the CEO, CTO and Machine Learning research team to design and build the tooling &amp; distributed cluster computing frameworks to support strategy research and development, help turn prototype trading models into production-ready systems as well as architecting the high-level design of the strategy software to minimise trading latency and scale effectively. Our strategy stack is Python based and communicates with our core infrastructure, written in Golang, via RPC. We&#x27;re looking for intellectually curious engineers who enjoy learning about new technologies and techniques, solving problems and encouraging engineering best practice.<p>If you would like to learn more about the role please visit <a href=""https:&#x2F;&#x2F;longshot-systems-ltd.workable.com&#x2F;jobs&#x2F;703030"" rel=""nofollow"">https:&#x2F;&#x2F;longshot-systems-ltd.workable.com&#x2F;jobs&#x2F;703030</a><p>Website: <a href=""https:&#x2F;&#x2F;www.longshotsystems.co.uk"" rel=""nofollow"">https:&#x2F;&#x2F;www.longshotsystems.co.uk</a>"
Hacker News,"Nimbl3 www.nimbl3.com - ONSITE - Fulltime - Sponsor visa - Bangkok, Thailand | <a href=""https:&#x2F;&#x2F;www.workhiro.com&#x2F;companies&#x2F;nimbl3"" rel=""nofollow"">https:&#x2F;&#x2F;www.workhiro.com&#x2F;companies&#x2F;nimbl3</a><p>We are a software development company focused on building web and mobile applications for startups and innovative companies from all over the world. We take a product development approach, creating custom software that people will love to use and empowering our clients to do what they do best - better.<p>Our founding team has been part of the early stage of companies such as Lazada, Rocket Internet and other recognized startups. Over the years, we have grown an expert and multidisciplinary team working on large scale software development projects of very diverse nature such as SAAS, social and eCommerce platforms.<p>If you want to grow your skills as a developer, work following the best practices in the industry and have fun while doing so, Nimbl3 is the right place for you!<p>To learn more about how we work, check our Github and Medium accounts. To view some of the application we have developed, check our Dribbble and Behance accounts.
Lead Android Developer
<a href=""https:&#x2F;&#x2F;www.workhiro.com&#x2F;companies&#x2F;nimbl3&#x2F;820c7cca?locale=en"" rel=""nofollow"">https:&#x2F;&#x2F;www.workhiro.com&#x2F;companies&#x2F;nimbl3&#x2F;820c7cca?locale=en</a><p>Lead Android Developer
<a href=""https:&#x2F;&#x2F;www.workhiro.com&#x2F;companies&#x2F;nimbl3&#x2F;8459614e?locale=en"" rel=""nofollow"">https:&#x2F;&#x2F;www.workhiro.com&#x2F;companies&#x2F;nimbl3&#x2F;8459614e?locale=en</a>
Web and Mobile Product Manager
<a href=""https:&#x2F;&#x2F;www.workhiro.com&#x2F;companies&#x2F;nimbl3&#x2F;2eef1fa0?locale=en"" rel=""nofollow"">https:&#x2F;&#x2F;www.workhiro.com&#x2F;companies&#x2F;nimbl3&#x2F;2eef1fa0?locale=en</a>
Front-end&#x2F;Javascript Developer
<a href=""https:&#x2F;&#x2F;www.workhiro.com&#x2F;companies&#x2F;nimbl3&#x2F;d8f6b2c1?locale=en"" rel=""nofollow"">https:&#x2F;&#x2F;www.workhiro.com&#x2F;companies&#x2F;nimbl3&#x2F;d8f6b2c1?locale=en</a>
Senior iOS developer
<a href=""https:&#x2F;&#x2F;www.workhiro.com&#x2F;companies&#x2F;nimbl3&#x2F;810d25a4?locale=en"" rel=""nofollow"">https:&#x2F;&#x2F;www.workhiro.com&#x2F;companies&#x2F;nimbl3&#x2F;810d25a4?locale=en</a>
Internship - Software Development
<a href=""https:&#x2F;&#x2F;www.workhiro.com&#x2F;companies&#x2F;nimbl3&#x2F;66dd3961?locale=en"" rel=""nofollow"">https:&#x2F;&#x2F;www.workhiro.com&#x2F;companies&#x2F;nimbl3&#x2F;66dd3961?locale=en</a>
Senior Software Developer
<a href=""https:&#x2F;&#x2F;www.workhiro.com&#x2F;companies&#x2F;nimbl3&#x2F;049ee05b?locale=en"" rel=""nofollow"">https:&#x2F;&#x2F;www.workhiro.com&#x2F;companies&#x2F;nimbl3&#x2F;049ee05b?locale=en</a>"
Hacker News,"Documents Classification | NLP | London, UK | Remote | Full time<p>&quot;Organizing the world’s knowledge and adding context to content” is our mission at Knowledge Officer. That’s why work hard on our core natural language processing and applied machine learning with a main focus on documents cleaning, documents classification and auto labeling. All that needs to be served based on our recommendation techniques to suggest the right content to the right user at the right time.<p>We are looking for ML &#x2F; NLP Engineer to join us and become a part of our research team and contribute to the current world’s challenges in NLP and Machine Learning.<p>Website: Knowledgeofficer.com
Please apply here: <a href=""https:&#x2F;&#x2F;angel.co&#x2F;knowledge-officer-1&#x2F;jobs&#x2F;363003-machine-learning-natural-language-processing-engineer"" rel=""nofollow"">https:&#x2F;&#x2F;angel.co&#x2F;knowledge-officer-1&#x2F;jobs&#x2F;363003-machine-lea...</a>"
Hacker News,"Etch Software | JavaScript Developer | Canterbury, UK | Full time | REMOTE | <a href=""https:&#x2F;&#x2F;etch.co"" rel=""nofollow"">https:&#x2F;&#x2F;etch.co</a><p>We&#x27;re looking for an experienced JavaScript developer to join our tiny agency. We&#x27;re fully remote, with quarterly two to three day meetups to review and regroup.<p>We work closely with startups and multinational companies to create React web applications.<p><a href=""https:&#x2F;&#x2F;etch.co&#x2F;jobs"" rel=""nofollow"">https:&#x2F;&#x2F;etch.co&#x2F;jobs</a> to find out more, or get in touch through jobs@etch.co"
Hacker News,"ELEMENTS INTERACTIVE | Python&#x2F;Django, Front-End (medior to senior level) | Almere, The Netherlands | Full-time, ONSITE, Visa sponsored<p>Elements Interactive - we&#x27;re a digital agency building web and mobile applications for a wide range of clients. We have an international team of over 60 professionals, all passionate about technology, learning and sharing our knowledge. 
Right now we are looking for experienced Back-end and Front-end developers.<p>Check our current tech stack here <a href=""https:&#x2F;&#x2F;stackshare.io&#x2F;elements-interactive#technology"" rel=""nofollow"">https:&#x2F;&#x2F;stackshare.io&#x2F;elements-interactive#technology</a><p>PERKS<p>* conferences&#x2F;events&#x2F;courses to stay on top of your skills<p>* flexible working hours (occasional WFH)<p>* fun events with the team, like Friday Beer&amp;Games afternoons<p>* travel costs compensated (if home&lt;==&gt;office &gt;10km)<p>* decent pension plan<p>* free lunch, snacks, unlimited freshly ground coffee every day<p>More info &amp; our projects <a href=""https:&#x2F;&#x2F;www.elements.nl"" rel=""nofollow"">https:&#x2F;&#x2F;www.elements.nl</a><p>APPLY HERE<p>Python&#x2F;Django developer
<a href=""https:&#x2F;&#x2F;elementsinteractive.workable.com&#x2F;j&#x2F;381A27B5E6"" rel=""nofollow"">https:&#x2F;&#x2F;elementsinteractive.workable.com&#x2F;j&#x2F;381A27B5E6</a><p>Front-End developer <a href=""https:&#x2F;&#x2F;elementsinteractive.workable.com&#x2F;j&#x2F;97D7549EB3"" rel=""nofollow"">https:&#x2F;&#x2F;elementsinteractive.workable.com&#x2F;j&#x2F;97D7549EB3</a>"
Hacker News,"YEAY | Android | Berlin, Kreuzberg | ONSITE | INTERNS<p>YEAY, the social fashion app video platform, is looking for Android developers (Kotlin) full, half or flex time to join our mobile team.<p>We are developing a top notch e-Commerce and social video sharing app for the fashion minded youth.<p>Currently launching the WOM token which will be running on a blockchain marketplace platform under development.<p>You should ideally have a passion for tech, a high drive and be eager to play with bleeding edge tech in a fast paced startup environment.<p>You will be given responsibility to shape your own work and have an impact on the tech team and development process as a whole.<p>For more info, see: <a href=""https:&#x2F;&#x2F;www.yeay.com&#x2F;jobs#Android-Developer"" rel=""nofollow"">https:&#x2F;&#x2F;www.yeay.com&#x2F;jobs#Android-Developer</a>"
Hacker News,"Imajion | Syracuse, NY or Remote (US Based) | Full-Time | $100k-150k | Senior Software Engineer<p>Imajion is developing industry leading communications solutions for the Architecture, Engineering and Construction sector leveraging Mixed Reality technology such as the HoloLens.  Come help us build the first digital teleportation tool for AEC and make your mark in the communications technology landscape with mixed reality.<p>We&#x27;re looking for skilled senior engineers for roles in native DirectX and realtime media server development. Contact the careers email below or myself at adrian@imajion.com for more details.<p>Website: Imajion.com | careers@imajion.com"
Hacker News,"Polymath Network | Front-End + Blockchain Developers + More | Toronto, Barbados, or Remote | Full Time | <a href=""https:&#x2F;&#x2F;polymath.network&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;polymath.network&#x2F;</a><p>Description: Polymath is disrupting the legacy securities industry by providing an open platform that makes it easy for companies to issue financial securities on the blockchain. Additionally, the Polymath ST-20 standard embeds regulatory requirements into ERC-20 tokens, restricting trading to authorized participants only. The ST-20 standard is also comprised of modules and functionalities that allow ERC-20 tokens to work as actual financial securities.<p>Some of our openings: Solidity Dev, Front-End Dev, Ethereum dApps Dev, dApps Quality Assurance Engineer, Full Stack Dev, Project Manager &#x2F; Scrum Master, Open Source Dev Community Manager, Chief Financial Officer, Senior Accountant, Chief Marketing Officer, and many more.<p>Location: Toronto, Barbados, or Remote<p>Type: Paid, Bonuses in Crypto<p>For details and to apply, please visit: <a href=""https:&#x2F;&#x2F;polymath.bamboohr.com&#x2F;jobs&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;polymath.bamboohr.com&#x2F;jobs&#x2F;</a><p>Github: <a href=""https:&#x2F;&#x2F;github.com&#x2F;polymathnetwork"" rel=""nofollow"">https:&#x2F;&#x2F;github.com&#x2F;polymathnetwork</a>"
Hacker News,"KI labs|iOS Software Engineer|Munich,Germany|Onsite|Full time|Internal|<a href=""https:&#x2F;&#x2F;ki-labs.com&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;ki-labs.com&#x2F;</a><p>At KI labs we design and build state of the art software and data products and solutions for the major brands of Germany and Europe. We aim to push the status quo of technology in corporations, with special focus areas of software, data and culture. Inside, we are a team of software developers, designers, product managers and data scientists, who are passionate about building the products of future today. We believe in open-source and independent teams, follow Agile practices, lean startup method and aim to share this culture with our clients. We are mainly located in Munich and recently Lisbon.<p>We are currently looking for an experienced iOS Software Engineer (Swift, ObjC, ideally senior level) to join our young Mobile team in Munich.<p>For more details please visit <a href=""https:&#x2F;&#x2F;ki-labs.com&#x2F;job&#x2F;?id=4006632002&amp;gh_jid=4006632002"" rel=""nofollow"">https:&#x2F;&#x2F;ki-labs.com&#x2F;job&#x2F;?id=4006632002&amp;gh_jid=4006632002</a><p>Contact person: Elena Soare - e.soare@kigroup.de"
Hacker News,"Symaps.io | Full stack | Paris, France | Full Time | Onsite | Open Compensation | VISA 
Symaps.io is a fast-growing tech startup located in Paris, Station F : it&#x27;s an AI app that finds the best location for your business, currently used by clients in EU, Korea and Taiwan, incl. Tesla and Décathlon. We just closed a seed round and several contracts, and are urgently looking for motivated peoples to strengthen our team of 7 peoples (incl. 4 engineers).
Esp. we&#x27;re hiring a Full stack engineer. Our stack : Python, React, Machine learning (scikit-learn &#x2F; Tensorflow &#x2F; Caffe2), Kubernetes, PostgreSQL &#x2F; PostGIS, Docker 
More details here : <a href=""https:&#x2F;&#x2F;jobs.stationf.co&#x2F;companies&#x2F;symaps-io-1&#x2F;jobs&#x2F;wanted-now-full-stack-developer_paris"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.stationf.co&#x2F;companies&#x2F;symaps-io-1&#x2F;jobs&#x2F;wanted-n...</a>"
Hacker News,"MAARK | Senior UI&#x2F;UX Engineer | Boston, MA | Full-time  | Onsite<p>MAARK is hiring a Senior UI&#x2F;UX Engineer who can build compelling front-end interfaces for the web and implement an industry leading UX. As a dev team, we work on highly creative projects, utilize a wide variety of front-end technologies, and empower our developers to create innovative solutions and explore&#x2F;learn emerging tech. Candidates for this position must have a passion for UI&#x2F;UX and should be experienced in or adaptive to a variety of front-end frameworks, especially React.<p>We are hiring for a full time role in our Boston, MA office, with considerable work-at-home flexibility.<p>For info on MAARK, see <a href=""https:&#x2F;&#x2F;www.maark.com"" rel=""nofollow"">https:&#x2F;&#x2F;www.maark.com</a>. For added info on the position, see: <a href=""https:&#x2F;&#x2F;maark.workable.com&#x2F;jobs&#x2F;722321"" rel=""nofollow"">https:&#x2F;&#x2F;maark.workable.com&#x2F;jobs&#x2F;722321</a><p>To apply or for questions, email me (I head up engineering) directly at rwagner@maark.com. (No recruiters please.)"
Hacker News,"Quick Base Inc | Cambridge, MA | Multiple Software Engineering positions | Onsite with work at home flexibility | Full time<p>We are revolutionizing the way people work by enabling non coders to develop their own cloud-based applications to drive work productivity. Want to tackle the challenge of enabling non developers to do application lifecycle management or other equally interesting problems, come join us and innovate with us!<p>Technologies we use: C#, Java, SQL Server, React, AWS, C++, Docker, Python<p>Check us out at &#x2F;&#x2F;www.quickbase.com&#x2F;about-us&#x2F;careers"
Hacker News,"Revolut | Data Engineer | London, UK | Full-time | ONSITE<p>Revolut is a global money app, your digital banking alternative. Instant spending analytics, free money transfers, fee-free travel, crypto and other products. In two years, we’ve grown to over 350 people and we’re adding around 30 new additions each month. To put it bluntly, our culture is about getting shit done and owning what you do.<p>Currently, we are looking for Data Engineers in two functions: Core Infrastructure and Algorithms &amp; ML<p>WHAT YOU’LL BE DOING 
- Enforcing consistent quality by incorporating tests and performing code reviews with 
 data scientists and data engineers<p>- Exploring and experiment new tools, libraries, and technologies to improve our solutions<p>- Taking ownership of certain parts of the automation and abstraction framework dealing recurring ETL tasks, ensuring monitoring, reliability and scaling up of data both in volumes and variety.<p>- Creating and maintaining a company-wide repository of metadata and related artifacts<p>- Collaborating with product owners, engineers, and data scientists to implement a seamless data platform<p>- Helping out data scientists with data pipelines to ensure they have the best quality data available on time in the place they need<p>Tech Stack<p>- Primarily Python, SQL, Unix&#x2F;bash scripting, but also some Javascript, Java and even Go.<p>- Cloud: GCP<p>- SQL: Exasol, PostgreSQL, MySQL, BigQuery<p>- Orchestration: Docker, K8s, Ansible&#x2F;Puppet<p>Please apply here: <a href=""https:&#x2F;&#x2F;revolut.workable.com&#x2F;jobs&#x2F;735131"" rel=""nofollow"">https:&#x2F;&#x2F;revolut.workable.com&#x2F;jobs&#x2F;735131</a>"
Hacker News,"SparkMeter is hiring! We&#x27;re looking for a Systems Engineer, a Customer Operations Associate, a Commercial Operations Associate, a Business Administration Intern, and a Commercial Operations Intern.<p>We developed our low-cost, pre-pay enabled, smart metering system as a solution for electric utilities in developing countries to serve low-income customers. Our metering system is being widely adopted by utilities serving customers in rural parts of Asia, Sub-Saharan Africa, and Latin America and the Caribbean.<p>SparkMeter is a great group of smart people with a mission. Message me if you want to chat about these roles!<p><a href=""http:&#x2F;&#x2F;www.sparkmeter.io&#x2F;en&#x2F;jobs&#x2F;"" rel=""nofollow"">http:&#x2F;&#x2F;www.sparkmeter.io&#x2F;en&#x2F;jobs&#x2F;</a>"
Hacker News,"Truss | Sr. Software Engineer, Sr. Infrastructure Engineer | San Francisco or REMOTE | <a href=""https:&#x2F;&#x2F;truss.works"" rel=""nofollow"">https:&#x2F;&#x2F;truss.works</a><p>Truss solves complex technical problems for the private sector and government. We helped rebuild Healthcare.gov after its public failure in 2013. We seek the highest standard both in terms of the technology we build, and the way we run our company. We&#x27;d love to chat with you.<p>We are a software consultancy known for pragmatism, autonomy, expertise, and trust. We build strong relationships with our clients, contractors and employees and we believe that this is fundamental to doing great work. As a Truss engineer you will facilitate bringing Truss values (<a href=""https:&#x2F;&#x2F;truss.works&#x2F;values&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;truss.works&#x2F;values&#x2F;</a>) to those truly trying to make a difference in our government and enable them to understand what their citizens actually need rather than implementing a perceived solution.<p>Here are some of the things we care about: * Great communication! Including thoughtful listening skills, the ability to express complex ideas clearly and succinctly, and the ability to communicate well in writing * The ability to deal well with ambiguity and act with autonomy * Technology-agnostic and pragmatic engineering sensibility, focused on solving key problems for the customer, not the tools * Proficiency in at least one commonly used programming language, such as Python, Ruby, Go, Javascript, Java, etc. * Experience deploying at least one application that other people use * Have held at least one engineering position post-education * Initiative, curiosity, a bias for action, and a problem-solving attitude.<p>We expect all Truss engineers to consistently develop new skills, and cross-train into new disciplines outside of their current areas of expertise.<p>Check us out at: <a href=""https:&#x2F;&#x2F;truss.works&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;truss.works&#x2F;</a> and apply at: <a href=""https:&#x2F;&#x2F;truss.works&#x2F;jobs&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;truss.works&#x2F;jobs&#x2F;</a>"
Hacker News," Abl Schools | Sr. Front-end Engineer|San Francisco, CA | Full-Time | ONSITE | <a href=""http:&#x2F;&#x2F;ablschools.com"" rel=""nofollow"">http:&#x2F;&#x2F;ablschools.com</a><p>== About Abl Schools ===============================================================<p>We are a 19 person mission-driven startup located in San Francisco. Abl’s dynamic school scheduling platform makes it easy to design and manage the daily life of your school. Our simple, cloud-based tools work alongside your student information system and eliminate the need for spreadsheets, magnet boards, and stacks of papers.
Our first product is a next-generation Master Scheduler that simplifies and streamlines the entire master scheduling process. Developed in collaboration with secondary schools from around the country, Abl’s Master Scheduler is a smart, flexible platform that enables school leaders to quickly visualize tradeoffs and meet the unique needs of every student and teacher.<p>We are seeking a Front-End Software Engineer to join our team and help build products that support our mission. We are growing quickly and there is a lot to do! Your contributions will have a meaningful impact on our company.<p><pre><code>  == Qualifications ===============================================================</code></pre>
- Experience with Javascript frameworks such as React, Backbone, Angular etc.
- You should have a great feel for user experience and an eye for beautiful designs<p>- Bring a deep understanding of best practices in design, optimization, interaction, and usability<p>- Continual learning of emerging technologies&#x2F;industry trends<p>- Familiarity with the whole web stack, including protocols and web server optimization techniques<p>Here is an article from edweek that will tell you more about our mission: <a href=""http:&#x2F;&#x2F;edweek.org&#x2F;ew&#x2F;articles&#x2F;2018&#x2F;01&#x2F;10&#x2F;a-silicon-valley-en.."" rel=""nofollow"">http:&#x2F;&#x2F;edweek.org&#x2F;ew&#x2F;articles&#x2F;2018&#x2F;01&#x2F;10&#x2F;a-silicon-valley-en...</a>.<p><pre><code>  == Interested? ==================================================================
  Click this link to apply: http:&#x2F;&#x2F;grnh.se&#x2F;madgwy621</code></pre>"
Hacker News,"Amplitude Analytics | Backend Engineer | San Francisco Bay Area<p>At Amplitude, we’re building analytics that helps our customers use data to build better products and drive growth.  We area a Series C, $56 million funded leader in product analytics, backed by top VCs -IVP, Battery Ventures, Benchmark, and YCombinator. We are the #1 product analytics company with over 20,000 teams around the world using us to grow their businesses by building product experiences that customers love. Our clients include product and engineering teams at Microsoft, Square, PayPal, Adidas, Dropbox, Twitter, and Twitch.<p>One of Amplitude&#x27;s biggest investments has been a proprietary query architecture, Nova, to support advanced analytics across &gt;4 Trillion user actions with &lt;0.7s median response time. As we are growing fast, we are looking for engineers who can help us scale this complex infrastructure . We&#x27;re looking for a Senior Software Engineer to help build out our analytics offering and aren&#x27;t afraid to tackle the challenges of a growing data company. As a member of the Backend team, you will be responsible for designing, building, and deploying the features and underlying systems that power our core analytics product. You will interact with everything from our data ingestion pipeline to our in-house query infrastructure written in Java and Python. Our product sits on top of many modern technologies, including Kafka, Redis, Amazon S3, DynamoDB, and Elasticsearch. You will share your ideas with a group of similarly innovative and curious engineers.<p>Apply on career site - <a href=""https:&#x2F;&#x2F;www.amplitude.com&#x2F;careers"" rel=""nofollow"">https:&#x2F;&#x2F;www.amplitude.com&#x2F;careers</a>
Check out our engineering page - <a href=""https:&#x2F;&#x2F;amplitude.engineering&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;amplitude.engineering&#x2F;</a>"
